/usr/local/lib/python3.11/dist-packages/torch/utils/data/dataloader.py:624: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
==========================================================================================
Config options:

  IMAGE_PATH               	/content/drive/MyDrive/Colab/HiNet_all/HiNet_all/HiNet/image/
  IMAGE_PATH_cover         	/content/drive/MyDrive/Colab/HiNet_all/HiNet_all/HiNet/image/cover/
  IMAGE_PATH_secret        	/content/drive/MyDrive/Colab/HiNet_all/HiNet_all/HiNet/image/secret/
  IMAGE_PATH_secret_rev    	/content/drive/MyDrive/Colab/HiNet_all/HiNet_all/HiNet/image/secret-rev/
  IMAGE_PATH_steg          	/content/drive/MyDrive/Colab/HiNet_all/HiNet_all/HiNet/image/steg/
  MODEL_PATH               	/content/drive/MyDrive/Colab/HiNet_all/HiNet_all/HiNet/model/
  SAVE_freq                	50
  TRAIN_PATH               	/content/drive/MyDrive/Colab/HiNet_all/HiNet_all/DIV2K_train_HR/DIV2K_train_HR/
  VAL_PATH                 	/content/drive/MyDrive/Colab/HiNet_all/HiNet_all/DIV2K_valid_HR/DIV2K_valid_HR/
  batch_size               	4
  batchsize_val            	2
  betas                    	(0.5, 0.999)
  channels_in              	3
  checkpoint_on_error      	True
  clamp                    	2.0
  cropsize                 	224
  cropsize_val             	1024
  device_ids               	[0]
  epochs                   	1000
  format_train             	png
  format_val               	png
  gamma                    	0.5
  init_model_path          	/content/drive/MyDrive/Colab/HiNet_all/HiNet_all/HiNet/model/model.pt
  init_scale               	0.01
  lamda_guide              	1
  lamda_low_frequency      	1
  lamda_reconstruction     	5
  live_visualization       	False
  log10_lr                 	-5.5
  loss_display_cutoff      	2.0
  loss_names               	['L', 'lr']
  lr                       	3.162277660168379e-06
  milestones               	[5, 8]
  progress_bar             	False
  shuffle_val              	False
  silent                   	False
  suffix                   	model.pt
  tain_next                	False
  trained_epoch            	0
  val_freq                 	50
  weight_decay             	1e-05
  weight_step              	1000
==========================================================================================

Epoch		L		lr
883		0.8000		-5.5000
884		0.9535		-5.5000
885		0.8143		-5.5000
886		0.9112		-5.5000
887		0.6935		-5.5000
888		0.6670		-5.5000
889		0.7338		-5.5000
890		0.7416		-5.5000
891		0.7910		-5.5000
892		0.8922		-5.5000
893		0.7482		-5.5000
894		0.8732		-5.5000
895		0.8555		-5.5000
896		0.8018		-5.5000
897		0.8311		-5.5000
898		0.7395		-5.5000
899		0.7213		-5.5000
900		0.6875		-5.5000
901		0.7123		-5.5000
902		0.7791		-5.5000
903		0.8456		-5.5000
904		0.6799		-5.5000
905		0.6685		-5.5000
906		0.9600		-5.5000
907		0.7223		-5.5000
908		0.7213		-5.5000
909		0.6516		-5.5000
910		0.6277		-5.5000
911		0.6739		-5.5000
912		0.9931		-5.5000
913		0.8639		-5.5000
914		0.9895		-5.5000
915		0.6429		-5.5000
916		0.7758		-5.5000
917		0.6487		-5.5000
918		0.8729		-5.5000
919		0.7584		-5.5000
920		0.8910		-5.5000
921		0.7440		-5.5000
922		0.9481		-5.5000
923		0.7174		-5.5000
924		0.6920		-5.5000
925		0.8103		-5.5000
926		0.8332		-5.5000
927		0.7596		-5.5000
928		0.6460		-5.5000
929		0.7408		-5.5000
930		0.7389		-5.5000
931		0.6946		-5.5000
932		0.7753		-5.5000
933		0.7521		-5.5000
934		0.8999		-5.5000
935		0.8540		-5.5000
936		0.8848		-5.5000
937		0.5661		-5.5000
938		0.9510		-5.5000
939		0.8760		-5.5000
940		1.0018		-5.5000
941		0.6783		-5.5000
942		0.6852		-5.5000
943		0.7436		-5.5000
944		0.7321		-5.5000
945		0.8287		-5.5000
946		0.6969		-5.5000
947		0.6625		-5.5000
948		0.7658		-5.5000
949		0.7063		-5.5000
950		0.8223		-5.5000
951		0.7691		-5.5000
952		0.6271		-5.5000
953		0.7390		-5.5000
954		0.8544		-5.5000
955		0.6916		-5.5000
956		0.6587		-5.5000
957		0.9066		-5.5000
958		0.7814		-5.5000
959		0.7422		-5.5000
960		0.7989		-5.5000
961		0.6989		-5.5000
962		0.7461		-5.5000
963		0.8061		-5.5000
964		0.8846		-5.5000
965		0.9804		-5.5000
966		0.5997		-5.5000
967		0.7389		-5.5000
968		0.7845		-5.5000
969		0.7273		-5.5000
970		0.9268		-5.5000
971		0.8011		-5.5000
972		0.8471		-5.5000
973		0.7106		-5.5000
974		0.6424		-5.5000
975		0.7200		-5.5000
976		0.8707		-5.5000
977		0.7281		-5.5000
978		0.7121		-5.5000
979		0.8516		-5.5000
980		0.7128		-5.5000
981		0.9684		-5.5000
982		0.6476		-5.5000
983		0.7326		-5.5000
984		0.8518		-5.5000
985		0.7187		-5.5000
986		0.8233		-5.5000
987		0.6889		-5.5000
988		0.7615		-5.5000
989		0.6929		-5.5000
990		0.5700		-5.5000
991		0.8311		-5.5000
992		0.7100		-5.5000
993		0.8661		-5.5000
994		0.8905		-5.5000
995		0.8007		-5.5000
996		0.7510		-5.5000
997		0.7310		-5.5000
998		0.8438		-5.5000
999		0.7328		-5.5000
1000		0.5756		-5.5000
QAT Epoch 5/10: 100% 200/200 [06:23<00:00,  1.92s/it]
Epoch 5/10 - Loss: 0.5756
1001		0.8376		-5.8010
1002		0.7727		-5.8010
1003		0.7374		-5.8010
1004		0.7304		-5.8010
1005		0.7866		-5.8010
1006		0.8461		-5.8010
1007		0.7944		-5.8010
1008		0.7297		-5.8010
1009		0.5791		-5.8010
1010		0.7624		-5.8010
1011		0.6508		-5.8010
1012		0.6899		-5.8010
1013		0.8987		-5.8010
1014		0.7312		-5.8010
1015		0.7386		-5.8010
1016		0.7700		-5.8010
1017		0.7075		-5.8010
1018		0.6567		-5.8010
1019		0.6343		-5.8010
1020		0.7048		-5.8010
1021		0.6888		-5.8010
1022		0.6505		-5.8010
1023		0.7427		-5.8010
1024		0.6606		-5.8010
1025		0.8114		-5.8010
1026		0.7333		-5.8010
1027		0.7702		-5.8010
1028		0.7116		-5.8010
1029		0.7685		-5.8010
1030		0.7936		-5.8010
1031		0.8037		-5.8010
1032		0.9561		-5.8010
1033		0.8551		-5.8010
1034		0.6440		-5.8010
1035		0.6187		-5.8010
1036		0.6353		-5.8010
1037		0.6514		-5.8010
1038		0.6931		-5.8010
1039		0.8959		-5.8010
1040		0.6841		-5.8010
1041		0.6785		-5.8010
1042		0.7918		-5.8010
1043		0.7170		-5.8010
1044		0.9074		-5.8010
1045		0.6626		-5.8010
1046		0.7547		-5.8010
1047		0.8628		-5.8010
1048		0.7667		-5.8010
1049		0.6946		-5.8010
1050		0.6993		-5.8010
1051		0.8879		-5.8010
1052		0.8677		-5.8010
1053		0.7521		-5.8010
1054		0.5942		-5.8010
1055		0.7529		-5.8010
1056		0.6102		-5.8010
1057		0.6976		-5.8010
1058		0.7830		-5.8010
1059		0.5302		-5.8010
1060		0.6178		-5.8010
1061		0.5638		-5.8010
1062		0.7401		-5.8010
1063		0.7443		-5.8010
1064		0.6849		-5.8010
1065		0.7663		-5.8010
1066		0.6455		-5.8010
1067		0.8185		-5.8010
1068		0.6170		-5.8010
1069		0.6449		-5.8010
1070		0.7097		-5.8010
1071		0.7480		-5.8010
1072		0.6124		-5.8010
1073		0.6044		-5.8010
1074		0.7199		-5.8010
1075		0.8009		-5.8010
1076		0.9527		-5.8010
1077		0.6934		-5.8010
1078		0.7455		-5.8010
1079		0.7543		-5.8010
1080		0.5613		-5.8010
1081		0.5792		-5.8010
1082		0.9017		-5.8010
1083		0.6564		-5.8010
1084		0.7014		-5.8010
1085		0.6548		-5.8010
1086		0.7702		-5.8010
1087		0.8923		-5.8010
1088		0.9236		-5.8010
1089		0.6254		-5.8010
1090		0.7930		-5.8010
1091		0.8148		-5.8010
1092		0.8396		-5.8010
1093		0.7301		-5.8010
1094		0.7972		-5.8010
1095		0.7807		-5.8010
1096		0.6868		-5.8010
1097		0.6052		-5.8010
1098		0.6272		-5.8010
1099		0.7613		-5.8010
1100		0.6453		-5.8010
1101		0.7180		-5.8010
1102		0.7714		-5.8010
1103		0.6514		-5.8010
1104		0.7114		-5.8010
1105		0.7397		-5.8010
1106		0.7294		-5.8010
1107		0.6798		-5.8010
1108		0.8509		-5.8010
1109		0.5730		-5.8010
1110		0.7949		-5.8010
1111		0.6192		-5.8010
1112		0.6443		-5.8010
1113		0.6760		-5.8010
1114		0.8016		-5.8010
1115		0.6586		-5.8010
1116		0.7448		-5.8010
1117		0.7177		-5.8010
1118		0.6981		-5.8010
1119		0.6808		-5.8010
1120		0.6942		-5.8010
1121		0.6868		-5.8010
1122		0.6172		-5.8010
1123		0.6510		-5.8010
1124		0.6835		-5.8010
1125		0.7243		-5.8010
1126		0.7876		-5.8010
1127		0.7532		-5.8010
1128		0.8651		-5.8010
1129		0.7402		-5.8010
1130		0.6394		-5.8010
1131		0.6270		-5.8010
1132		0.7965		-5.8010
1133		0.6235		-5.8010
1134		0.5299		-5.8010
1135		0.6895		-5.8010
1136		0.6634		-5.8010
1137		0.6385		-5.8010
1138		0.7432		-5.8010
1139		0.7114		-5.8010
1140		0.6735		-5.8010
1141		0.7412		-5.8010
1142		0.8620		-5.8010
1143		0.7022		-5.8010
1144		0.7917		-5.8010
1145		0.6417		-5.8010
1146		0.5914		-5.8010
1147		0.7716		-5.8010
1148		0.5879		-5.8010
1149		0.6734		-5.8010
1150		0.7317		-5.8010
1151		0.6944		-5.8010
1152		0.8481		-5.8010
1153		0.6990		-5.8010
1154		0.6556		-5.8010
1155		0.6485		-5.8010
1156		0.7311		-5.8010
1157		0.7711		-5.8010
1158		0.7836		-5.8010
1159		0.7205		-5.8010
1160		0.7084		-5.8010
1161		0.7640		-5.8010
1162		0.5628		-5.8010
1163		0.9480		-5.8010
1164		0.8082		-5.8010
1165		0.7445		-5.8010
1166		0.6693		-5.8010
1167		0.8851		-5.8010
1168		0.7388		-5.8010
1169		0.8809		-5.8010
1170		0.7023		-5.8010
1171		0.6928		-5.8010
1172		0.7603		-5.8010
1173		0.6959		-5.8010
1174		0.7420		-5.8010
1175		0.6884		-5.8010
1176		0.6458		-5.8010
1177		0.7546		-5.8010
1178		0.6514		-5.8010
1179		0.6227		-5.8010
1180		0.7972		-5.8010
1181		0.8516		-5.8010
1182		0.7442		-5.8010
1183		0.6756		-5.8010
1184		0.8813		-5.8010
1185		0.7929		-5.8010
1186		0.6702		-5.8010
1187		0.7475		-5.8010
1188		0.6805		-5.8010
1189		0.6153		-5.8010
1190		0.6741		-5.8010
1191		0.6609		-5.8010
1192		0.6180		-5.8010
1193		0.7919		-5.8010
1194		0.7265		-5.8010
1195		0.6586		-5.8010
1196		0.8429		-5.8010
1197		0.8762		-5.8010
1198		0.5474		-5.8010
1199		0.8177		-5.8010
1200		0.6604		-5.8010
QAT Epoch 6/10: 100% 200/200 [06:22<00:00,  1.91s/it]
Epoch 6/10 - Loss: 0.6604
1201		0.8680		-5.8010
1202		0.5709		-5.8010
1203		0.6176		-5.8010
1204		0.6990		-5.8010
1205		0.6788		-5.8010
1206		0.6667		-5.8010
1207		0.9401		-5.8010
1208		0.6303		-5.8010
1209		0.8176		-5.8010
1210		0.5419		-5.8010
1211		0.7835		-5.8010
1212		0.7237		-5.8010
1213		0.5960		-5.8010
1214		0.5331		-5.8010
1215		0.7252		-5.8010
1216		0.6396		-5.8010
1217		0.5289		-5.8010
1218		0.8616		-5.8010
1219		0.5613		-5.8010
1220		0.6526		-5.8010
1221		0.6700		-5.8010
1222		0.7609		-5.8010
1223		0.6381		-5.8010
1224		0.6882		-5.8010
1225		0.6179		-5.8010
1226		0.7352		-5.8010
1227		0.8493		-5.8010
1228		0.7759		-5.8010
1229		0.7372		-5.8010
1230		0.7385		-5.8010
1231		0.8432		-5.8010
1232		0.7351		-5.8010
1233		0.5601		-5.8010
1234		0.7211		-5.8010
1235		0.7082		-5.8010
1236		0.7080		-5.8010
1237		0.7322		-5.8010
1238		0.5917		-5.8010
1239		0.6284		-5.8010
1240		0.8217		-5.8010
1241		0.6053		-5.8010
1242		1.0071		-5.8010
1243		0.7531		-5.8010
1244		0.6481		-5.8010
1245		0.6914		-5.8010
1246		0.6142		-5.8010
1247		0.8155		-5.8010
1248		0.5908		-5.8010
1249		0.7931		-5.8010
1250		0.6073		-5.8010
1251		0.7240		-5.8010
1252		0.7172		-5.8010
1253		0.6199		-5.8010
1254		0.7324		-5.8010
1255		0.7944		-5.8010
1256		0.5175		-5.8010
1257		0.7447		-5.8010
1258		0.6295		-5.8010
1259		0.5581		-5.8010
1260		0.6863		-5.8010
1261		0.8160		-5.8010
1262		0.7069		-5.8010
1263		0.8808		-5.8010
1264		0.6143		-5.8010
1265		0.7674		-5.8010
1266		0.5668		-5.8010
1267		0.6379		-5.8010
1268		0.7330		-5.8010
1269		0.6934		-5.8010
1270		0.5355		-5.8010
1271		0.5262		-5.8010
1272		0.6503		-5.8010
1273		0.7425		-5.8010
1274		0.8622		-5.8010
1275		0.8814		-5.8010
1276		0.6834		-5.8010
1277		0.6767		-5.8010
1278		0.6761		-5.8010
1279		0.6281		-5.8010
1280		0.6617		-5.8010
1281		0.8217		-5.8010
1282		0.7250		-5.8010
1283		0.5506		-5.8010
1284		0.7635		-5.8010
1285		0.6388		-5.8010
1286		0.6808		-5.8010
1287		0.7150		-5.8010
1288		0.6684		-5.8010
1289		0.7500		-5.8010
1290		0.5961		-5.8010
1291		0.6435		-5.8010
1292		0.7458		-5.8010
1293		0.8493		-5.8010
1294		0.7435		-5.8010
1295		0.8247		-5.8010
1296		0.7578		-5.8010
1297		0.7067		-5.8010
1298		0.7057		-5.8010
1299		0.6838		-5.8010
1300		0.7181		-5.8010
1301		0.8158		-5.8010
1302		0.7838		-5.8010
1303		0.8096		-5.8010
1304		0.7638		-5.8010
1305		0.6477		-5.8010
1306		0.6973		-5.8010
1307		0.8662		-5.8010
1308		0.6435		-5.8010
1309		0.7608		-5.8010
1310		1.0775		-5.8010
1311		0.6052		-5.8010
1312		0.8128		-5.8010
1313		0.7441		-5.8010
1314		0.7528		-5.8010
1315		0.7929		-5.8010
1316		0.7730		-5.8010
1317		0.7761		-5.8010
1318		0.9071		-5.8010
1319		0.6226		-5.8010
1320		0.8190		-5.8010
1321		0.8204		-5.8010
1322		0.6855		-5.8010
1323		0.9504		-5.8010
1324		0.7082		-5.8010
1325		0.7374		-5.8010
1326		0.7110		-5.8010
1327		0.7047		-5.8010
1328		0.7416		-5.8010
1329		0.6715		-5.8010
1330		0.5861		-5.8010
1331		0.6762		-5.8010
1332		0.8119		-5.8010
1333		0.8055		-5.8010
1334		0.8919		-5.8010
1335		0.7199		-5.8010
1336		0.7576		-5.8010
1337		0.7560		-5.8010
1338		0.6932		-5.8010
1339		0.7945		-5.8010
1340		0.7428		-5.8010
1341		0.7004		-5.8010
1342		0.8084		-5.8010
1343		0.8982		-5.8010
1344		0.5185		-5.8010
1345		0.6513		-5.8010
1346		0.6636		-5.8010
1347		0.7487		-5.8010
1348		0.6961		-5.8010
1349		0.6385		-5.8010
1350		0.6527		-5.8010
1351		0.5603		-5.8010
1352		0.5979		-5.8010
1353		0.6952		-5.8010
1354		0.6813		-5.8010
1355		0.7028		-5.8010
1356		0.7851		-5.8010
1357		0.7819		-5.8010
1358		0.8301		-5.8010
1359		0.7394		-5.8010
1360		0.7086		-5.8010
1361		0.5507		-5.8010
1362		0.7307		-5.8010
1363		0.6617		-5.8010
1364		0.6724		-5.8010
1365		0.7197		-5.8010
1366		0.6760		-5.8010
1367		0.7637		-5.8010
1368		0.6581		-5.8010
1369		0.5993		-5.8010
1370		0.7273		-5.8010
1371		0.6544		-5.8010
1372		0.5744		-5.8010
1373		0.7691		-5.8010
1374		0.6379		-5.8010
1375		0.7914		-5.8010
1376		0.5918		-5.8010
1377		0.5635		-5.8010
1378		0.8149		-5.8010
1379		0.7316		-5.8010
1380		0.6997		-5.8010
1381		0.9207		-5.8010
1382		0.5380		-5.8010
1383		0.7443		-5.8010
1384		0.7962		-5.8010
1385		0.6828		-5.8010
1386		0.7711		-5.8010
1387		0.7003		-5.8010
1388		0.6657		-5.8010
1389		0.6949		-5.8010
1390		0.6620		-5.8010
1391		0.7663		-5.8010
1392		0.7168		-5.8010
1393		0.6636		-5.8010
1394		0.8807		-5.8010
1395		0.7530		-5.8010
1396		0.6760		-5.8010
1397		0.6502		-5.8010
1398		0.7059		-5.8010
1399		0.7575		-5.8010
1400		0.7530		-5.8010
QAT Epoch 7/10: 100% 200/200 [06:22<00:00,  1.91s/it]
Epoch 7/10 - Loss: 0.7530
1401		0.6952		-5.8010
1402		0.5549		-5.8010
1403		0.6925		-5.8010
1404		0.6176		-5.8010
1405		0.6710		-5.8010
1406		0.6306		-5.8010
1407		0.7301		-5.8010
1408		0.7260		-5.8010
1409		0.7033		-5.8010
1410		0.6960		-5.8010
1411		0.6509		-5.8010
1412		0.5711		-5.8010
1413		0.7839		-5.8010
1414		0.6386		-5.8010
1415		0.6893		-5.8010
1416		0.5662		-5.8010
1417		0.7334		-5.8010
1418		0.7975		-5.8010
1419		0.6787		-5.8010
1420		0.7475		-5.8010
1421		0.6091		-5.8010
1422		0.7935		-5.8010
1423		0.6615		-5.8010
1424		0.5529		-5.8010
1425		0.6890		-5.8010
1426		0.7786		-5.8010
1427		0.7450		-5.8010
1428		0.8359		-5.8010
1429		0.7046		-5.8010
1430		0.7779		-5.8010
1431		0.7055		-5.8010
1432		0.7145		-5.8010
1433		0.6885		-5.8010
1434		0.6413		-5.8010
1435		0.7976		-5.8010
1436		0.6001		-5.8010
1437		0.6094		-5.8010
1438		0.6678		-5.8010
1439		0.5709		-5.8010
1440		0.5686		-5.8010
1441		0.7320		-5.8010
1442		0.5472		-5.8010
1443		0.7634		-5.8010
1444		0.5920		-5.8010
1445		0.7522		-5.8010
1446		0.8484		-5.8010
1447		0.6735		-5.8010
1448		0.7255		-5.8010
1449		0.6471		-5.8010
1450		0.5952		-5.8010
1451		0.7074		-5.8010
1452		0.7722		-5.8010
1453		0.8130		-5.8010
1454		0.7578		-5.8010
1455		0.6107		-5.8010
1456		0.6726		-5.8010
1457		0.5605		-5.8010
1458		0.7120		-5.8010
1459		0.7605		-5.8010
1460		0.7882		-5.8010
1461		0.6016		-5.8010
1462		0.6024		-5.8010
1463		0.8338		-5.8010
1464		0.6273		-5.8010
1465		0.6990		-5.8010
1466		0.5684		-5.8010
1467		0.5964		-5.8010
1468		0.6613		-5.8010
1469		0.4990		-5.8010
1470		0.6815		-5.8010
1471		0.8336		-5.8010
1472		0.6609		-5.8010
1473		0.6071		-5.8010
1474		0.6359		-5.8010
1475		0.6648		-5.8010
1476		0.7515		-5.8010
1477		1.0061		-5.8010
1478		0.7234		-5.8010
1479		0.8069		-5.8010
1480		0.7931		-5.8010
1481		0.6301		-5.8010
1482		0.7880		-5.8010
1483		0.7347		-5.8010
1484		0.8062		-5.8010
1485		0.7632		-5.8010
1486		0.7253		-5.8010
1487		0.6449		-5.8010
1488		0.5291		-5.8010
1489		0.7039		-5.8010
1490		0.8032		-5.8010
1491		0.5679		-5.8010
1492		0.6404		-5.8010
1493		0.6229		-5.8010
1494		0.8628		-5.8010
1495		0.7826		-5.8010
1496		0.6853		-5.8010
1497		0.5984		-5.8010
1498		0.7317		-5.8010
1499		0.6222		-5.8010
1500		0.7081		-5.8010
1501		0.5891		-5.8010
1502		0.7692		-5.8010
1503		0.7820		-5.8010
1504		0.6910		-5.8010
1505		0.5565		-5.8010
1506		0.7375		-5.8010
1507		0.6764		-5.8010
1508		0.7397		-5.8010
1509		0.6583		-5.8010
1510		0.7243		-5.8010
1511		0.6495		-5.8010
1512		0.7401		-5.8010
1513		0.6811		-5.8010
1514		0.7720		-5.8010
1515		0.5586		-5.8010
1516		0.7100		-5.8010
1517		0.5098		-5.8010
1518		0.7949		-5.8010
1519		0.7663		-5.8010
1520		0.6661		-5.8010
1521		0.6602		-5.8010
1522		0.6540		-5.8010
1523		0.5964		-5.8010
1524		0.7403		-5.8010
1525		0.8016		-5.8010
1526		0.7561		-5.8010
1527		0.7974		-5.8010
1528		0.8849		-5.8010
1529		0.7546		-5.8010
1530		0.6752		-5.8010
1531		0.7666		-5.8010
1532		0.7122		-5.8010
1533		0.8164		-5.8010
1534		0.6971		-5.8010
1535		0.7826		-5.8010
1536		0.6049		-5.8010
1537		0.5883		-5.8010
1538		0.7507		-5.8010
1539		0.6623		-5.8010
1540		0.6766		-5.8010
1541		0.7265		-5.8010
1542		0.6958		-5.8010
1543		0.7070		-5.8010
1544		0.7515		-5.8010
1545		0.6589		-5.8010
1546		0.8201		-5.8010
1547		0.6705		-5.8010
1548		0.7071		-5.8010
1549		0.6383		-5.8010
1550		0.5769		-5.8010
1551		0.6572		-5.8010
1552		0.5690		-5.8010
1553		0.6434		-5.8010
1554		0.7448		-5.8010
1555		0.5984		-5.8010
1556		0.6409		-5.8010
1557		0.6491		-5.8010
1558		0.7713		-5.8010
1559		0.6330		-5.8010
1560		0.6540		-5.8010
1561		0.6320		-5.8010
1562		0.6645		-5.8010
1563		0.6213		-5.8010
1564		0.5542		-5.8010
1565		0.7593		-5.8010
1566		0.7662		-5.8010
1567		0.7317		-5.8010
1568		0.7526		-5.8010
1569		0.5868		-5.8010
1570		0.6833		-5.8010
1571		0.7191		-5.8010
1572		0.6825		-5.8010
1573		0.7236		-5.8010
1574		0.7569		-5.8010
1575		0.6459		-5.8010
1576		0.8543		-5.8010
1577		0.6621		-5.8010
1578		0.5840		-5.8010
1579		0.6456		-5.8010
1580		0.6589		-5.8010
1581		0.6143		-5.8010
1582		0.7187		-5.8010
1583		0.6440		-5.8010
1584		0.6473		-5.8010
1585		0.5826		-5.8010
1586		0.8116		-5.8010
1587		0.7600		-5.8010
1588		0.7119		-5.8010
1589		0.4872		-5.8010
1590		0.7251		-5.8010
1591		0.6640		-5.8010
1592		0.5270		-5.8010
1593		0.6495		-5.8010
1594		0.7277		-5.8010
1595		0.7097		-5.8010
1596		0.6284		-5.8010
1597		0.7331		-5.8010
1598		0.8220		-5.8010
1599		0.6816		-5.8010
1600		0.7786		-5.8010
QAT Epoch 8/10: 100% 200/200 [06:22<00:00,  1.91s/it]
Epoch 8/10 - Loss: 0.7786
1601		0.4883		-6.1021
1602		0.6099		-6.1021
1603		0.6138		-6.1021
1604		0.6798		-6.1021
1605		0.6240		-6.1021
1606		0.7905		-6.1021
1607		0.6488		-6.1021
1608		0.7269		-6.1021
1609		0.8310		-6.1021
1610		0.7150		-6.1021
1611		0.6893		-6.1021
1612		0.7693		-6.1021
1613		0.6149		-6.1021
1614		0.7693		-6.1021
1615		0.7313		-6.1021
1616		0.6241		-6.1021
1617		0.7383		-6.1021
1618		0.6135		-6.1021
1619		0.8605		-6.1021
1620		0.7380		-6.1021
1621		0.6341		-6.1021
1622		0.6822		-6.1021
1623		0.8267		-6.1021
1624		0.7645		-6.1021
1625		0.9325		-6.1021
1626		0.7747		-6.1021
1627		0.6035		-6.1021
1628		0.8014		-6.1021
1629		0.4736		-6.1021
1630		0.6129		-6.1021
1631		0.8860		-6.1021
1632		0.7156		-6.1021
1633		0.8099		-6.1021
1634		0.5475		-6.1021
1635		0.6349		-6.1021
1636		0.8017		-6.1021
1637		0.7285		-6.1021
1638		0.6562		-6.1021
1639		0.6742		-6.1021
1640		0.7606		-6.1021
1641		0.6942		-6.1021
1642		0.6439		-6.1021
1643		0.6339		-6.1021
1644		0.6868		-6.1021
1645		0.7680		-6.1021
1646		0.7058		-6.1021
1647		0.6001		-6.1021
1648		0.7126		-6.1021
1649		0.6706		-6.1021
1650		0.7468		-6.1021
1651		0.5890		-6.1021
1652		0.6606		-6.1021
1653		0.6388		-6.1021
1654		0.7521		-6.1021
1655		0.6887		-6.1021
1656		0.7238		-6.1021
1657		0.7479		-6.1021
1658		0.7367		-6.1021
1659		0.7213		-6.1021
1660		0.6274		-6.1021
1661		0.7686		-6.1021
1662		0.6777		-6.1021
1663		0.6209		-6.1021
1664		0.7388		-6.1021
1665		0.6721		-6.1021
1666		0.6563		-6.1021
1667		0.7662		-6.1021
1668		0.8764		-6.1021
1669		0.7389		-6.1021
1670		0.6965		-6.1021
1671		0.5626		-6.1021
1672		0.7929		-6.1021
1673		0.7582		-6.1021
1674		0.5973		-6.1021
1675		0.6765		-6.1021
1676		0.5747		-6.1021
1677		0.6347		-6.1021
1678		0.6618		-6.1021
1679		0.6123		-6.1021
1680		0.7186		-6.1021
1681		0.7435		-6.1021
1682		0.6974		-6.1021
1683		0.8587		-6.1021
1684		0.6873		-6.1021
1685		0.6032		-6.1021
1686		0.7114		-6.1021
1687		0.8667		-6.1021
1688		0.6695		-6.1021
1689		0.6674		-6.1021
1690		0.9628		-6.1021
1691		0.6261		-6.1021
1692		0.5975		-6.1021
1693		0.8394		-6.1021
1694		0.7157		-6.1021
1695		0.6236		-6.1021
1696		0.5032		-6.1021
1697		0.6233		-6.1021
1698		0.6260		-6.1021
1699		0.6673		-6.1021
1700		0.5869		-6.1021
1701		0.7598		-6.1021
1702		0.6683		-6.1021
1703		0.5089		-6.1021
1704		0.8145		-6.1021
1705		0.6855		-6.1021
1706		0.8315		-6.1021
1707		0.6609		-6.1021
1708		0.6869		-6.1021
1709		0.7202		-6.1021
1710		0.5739		-6.1021
1711		0.7190		-6.1021
1712		0.6620		-6.1021
1713		0.7836		-6.1021
1714		0.5907		-6.1021
1715		0.7920		-6.1021
1716		0.6017		-6.1021
1717		0.6695		-6.1021
1718		0.6529		-6.1021
1719		0.6922		-6.1021
1720		0.7856		-6.1021
1721		0.7949		-6.1021
1722		0.7032		-6.1021
1723		0.7386		-6.1021
1724		0.6494		-6.1021
1725		0.6107		-6.1021
1726		0.6508		-6.1021
1727		0.8849		-6.1021
1728		0.5899		-6.1021
1729		0.7530		-6.1021
1730		0.8252		-6.1021
1731		0.7859		-6.1021
1732		0.7470		-6.1021
1733		0.6478		-6.1021
1734		0.9213		-6.1021
1735		0.8307		-6.1021
1736		0.6913		-6.1021
1737		0.6272		-6.1021
1738		0.7474		-6.1021
1739		0.4849		-6.1021
1740		0.6676		-6.1021
1741		0.7563		-6.1021
1742		0.6816		-6.1021
1743		0.8111		-6.1021
1744		0.6548		-6.1021
1745		0.6493		-6.1021
1746		0.6224		-6.1021
1747		0.7763		-6.1021
1748		0.6918		-6.1021
1749		0.6223		-6.1021
1750		0.6827		-6.1021
1751		0.7756		-6.1021
1752		0.6966		-6.1021
1753		0.7213		-6.1021
1754		0.9185		-6.1021
1755		0.6292		-6.1021
1756		0.7064		-6.1021
1757		0.6421		-6.1021
1758		0.6383		-6.1021
1759		0.6471		-6.1021
1760		0.7972		-6.1021
1761		0.7065		-6.1021
1762		0.7368		-6.1021
1763		0.7430		-6.1021
1764		0.5899		-6.1021
1765		0.6794		-6.1021
1766		0.6744		-6.1021
1767		0.6594		-6.1021
1768		0.6879		-6.1021
1769		0.6377		-6.1021
1770		0.5535		-6.1021
1771		0.7734		-6.1021
1772		0.7319		-6.1021
1773		0.5666		-6.1021
1774		0.5474		-6.1021
1775		0.6631		-6.1021
1776		0.7295		-6.1021
1777		0.6270		-6.1021
1778		0.6433		-6.1021
1779		0.5802		-6.1021
1780		0.6377		-6.1021
1781		0.5926		-6.1021
1782		0.7789		-6.1021
1783		0.8128		-6.1021
1784		0.6327		-6.1021
1785		0.6059		-6.1021
1786		0.5854		-6.1021
1787		0.7162		-6.1021
1788		0.6059		-6.1021
1789		0.6765		-6.1021
1790		0.5750		-6.1021
1791		0.6540		-6.1021
1792		0.6300		-6.1021
1793		0.6228		-6.1021
1794		0.6769		-6.1021
1795		0.5495		-6.1021
1796		0.8293		-6.1021
